SKU,Parent SKU,UPC,tax:product_type,post_status,Product Title,Short Description,Description,tax:product_cat,availability,moq,MAP,regular_price,attribute:pa_outdoor-use,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,meta:attribute_pa_color,attribute:pa_application,attribute:pa_arms,attribute:pa_base-legs,attribute:pa_structure-material,attribute:pa_upholstery-material,Product Width,Product Depth,Product Height,Product Weight,attribute:pa_assembly,attribute:pa_warranty,attribute:pa_country-of-origin,attribute:pa_style,attribute:pa_care-instructions,attribute:pa_weight-capacity,tax:pwb-brand,Images
546.SOTOWBL,,,simple,publish,"Sillón TOWER-PP-BL, madera, polipropileno blanco*","FICHA TÉCNICA: -Sillón de diseño multiusos. -Asiento de carcasa de polipropileno de color blanco. -Base de 4 patas de madera de haya - cónicas - con varillas metálicas de unión - transversales.  -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 67 cms Fondo: 57,5 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,258 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,24,,,blanco,,,,,,,,,67,57,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/3115-large_default/sillon-tower-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/3115-medium_default/sillon-tower-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/3116-medium_default/sillon-tower-bl-madera-polipropileno-blanco.jpg|https://www.gruposdm.com/3117-medium_default/sillon-tower-bl-madera-polipropileno-blanco.jpg
526.STOR4WBL,,,simple,publish,"Silla TORRE-4P-WBL ( TK ), madera, polipropileno y cojín blanco","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color blanco -Asiento con cojín de similpiel blanco -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho:47,5 cms Fondo: 45 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,216 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,blanco,,,,,,,,,"47,5 ",45,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/3176-large_default/silla-torre-4p-wbl-ht-madera-polipropileno-y-cojin-blanco.jpg|https://www.gruposdm.com/3176-medium_default/silla-torre-4p-wbl-ht-madera-polipropileno-y-cojin-blanco.jpg|https://www.gruposdm.com/3177-medium_default/silla-torre-4p-wbl-ht-madera-polipropileno-y-cojin-blanco.jpg|https://www.gruposdm.com/3178-medium_default/silla-torre-4p-wbl-ht-madera-polipropileno-y-cojin-blanco.jpg|https://www.gruposdm.com/3179-medium_default/silla-torre-4p-wbl-ht-madera-polipropileno-y-cojin-blanco.jpg
526.STOR4WGRC,,,simple,publish,"Silla TORRE-4P-WGRC (TK), madera, polipropileno y cojín gris","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color gris -Asiento con cojín de similpiel gris -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho:48,5 cms Fondo: 42 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,gris,,,,,,,,,"48,5 ",42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/3183-large_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg|https://www.gruposdm.com/3183-medium_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg|https://www.gruposdm.com/3184-medium_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg|https://www.gruposdm.com/3185-medium_default/silla-torre-4p-wgr-madera-polipropileno-y-cojin-gris.jpg
526.STOR4WNE,,,simple,publish,"Silla TORRE-4P-WNE (TK), madera, polipropileno y cojín negro*","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color negro. -Asiento con cojín de similpiel negro -Base de 4 patas de madera maciza de haya -Otros colores disponibles DIMENSIONES : Ancho:48,5 cms Fondo: 42 cms Altura: 82,5 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de madera y plástico,PRECIO destacado CON STOCK,4,25,,,negro,,,,,,,,,"48,5 ",42,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/3186-large_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/3186-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/3187-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/3188-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg|https://www.gruposdm.com/3189-medium_default/silla-torre-4p-wnn-madera-polipropileno-y-cojin-negro.jpg
546.STOWECRBL,,,simple,publish,"Silla TOWER-CR-BL, cromada, polipropileno blanco*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color blanco. -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,blanco,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1874-large_default/silla-tower-cr-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/1874-medium_default/silla-tower-cr-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2311-medium_default/silla-tower-cr-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2312-medium_default/silla-tower-cr-bl-cromada-polipropileno-blanco.jpg|https://www.gruposdm.com/2803-medium_default/silla-tower-cr-bl-cromada-polipropileno-blanco.jpg
546.STOWECRNE,,,simple,publish,"Silla TOWER-CR-NE, cromada, polipropileno negro*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color negro. -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,negro,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1875-large_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/1875-medium_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/2313-medium_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/2409-medium_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/2806-medium_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/2858-medium_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg|https://www.gruposdm.com/2883-medium_default/silla-tower-cr-ne-cromada-polipropileno-negro.jpg
546.STOWECRAM,,,simple,publish,"Silla TOWER-CR-AM, cromada, polipropileno amarillo*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color amarillo -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,amarillo,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1876-large_default/silla-tower-cr-am-cromada-polipropileno-amarillo.jpg
546.STOWECRAZ,,,simple,publish,"Silla TOWER-CR-AZ, cromada, polipropileno azul*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color azul -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,azul,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1877-large_default/silla-tower-cr-az-cromada-polipropileno-azul.jpg|https://www.gruposdm.com/1877-medium_default/silla-tower-cr-az-cromada-polipropileno-azul.jpg|https://www.gruposdm.com/2326-medium_default/silla-tower-cr-az-cromada-polipropileno-azul.jpg
546.STOWECRGR,,,simple,publish,"Silla TOWER-CR-GR, cromada, polipropileno gris*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color gris -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,gris,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1813-large_default/silla-tower-cr-gr-cromada-polipropileno-gris.jpg
546.STOWECRTU,,,simple,publish,"Silla TOWER-CR-TU, cromada, polipropileno turquesa*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color turquesa -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,turquesa,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1814-large_default/silla-tower-cr-tu-cromada-polipropileno-turquesa.jpg
546.STOWECRRO,,,simple,publish,"Silla TOWER-CR-RO, cromada, polipropileno rojo","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color rojo -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,rojo,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2027-large_default/silla-tower-cr-ro-cromada-polipropileno-rojo.jpg|https://www.gruposdm.com/2027-medium_default/silla-tower-cr-ro-cromada-polipropileno-rojo.jpg|https://www.gruposdm.com/2408-medium_default/silla-tower-cr-ro-cromada-polipropileno-rojo.jpg
546.STOWBLROC,,,simple,publish,"Silla TOWER-BL-ROC, blanca, polipropileno rosa claro","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color rosa claro -Base de 4 patas metálica con acabado en epoxi blanco.  -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,rosa,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2037-large_default/silla-tower-bl-roc-blanca-polipropileno-rosa-claro.jpg|https://www.gruposdm.com/2037-medium_default/silla-tower-bl-roc-blanca-polipropileno-rosa-claro.jpg|https://www.gruposdm.com/2229-medium_default/silla-tower-bl-roc-blanca-polipropileno-rosa-claro.jpg
546.STOWBLAMC,,,simple,publish,"Silla TOWER-BL-AM, blanca, polipropileno amarillo","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color amarillo  -Base de 4 patas metálica con acabado en epoxi blanco.  -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,amarillo,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2040-large_default/silla-tower-bl-am-blanca-polipropileno-amarillo.jpg|https://www.gruposdm.com/2040-medium_default/silla-tower-bl-am-blanca-polipropileno-amarillo.jpg|https://www.gruposdm.com/2232-medium_default/silla-tower-bl-am-blanca-polipropileno-amarillo.jpg
546.STOWECRAZ,,,simple,publish,"Silla TOWER-BL-AZC, blanca, polipropileno azul claro","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de carcasa de polipropileno de color azul claro -Base de 4 patas metálica con acabado en epoxi blanco. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,17 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,16.7,,,azul,,,,,,,,,46,50,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2043-large_default/silla-tower-bl-azc-blanca-polipropileno-azul-claro.jpg|https://www.gruposdm.com/2043-medium_default/silla-tower-bl-azc-blanca-polipropileno-azul-claro.jpg|https://www.gruposdm.com/2231-medium_default/silla-tower-bl-azc-blanca-polipropileno-azul-claro.jpg
564.STOWTR,,,simple,publish,"Silla TOWER-CR-TR, cromada, policarbonato transparente*","FICHA TÉCNICA: -Silla de diseño multiusos. -Producto no recomendable para establecimientos de hostelería y uso intensivo. -Carcasa de policarbonato transparente. -Base con armazón metálico de varillas cromadas. -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 46,5 cms Fondo: 50,5 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,29,,,transparente,,,,,,,,,46,50,81,,Si,2 years,China,,,,,https://www.gruposdm.com/1878-large_default/silla-tower-cr-tr-cromada-policarbonato-transparente.jpg
564.STOWPCTR,,,simple,publish,"Silla TOWER-PCTR, policarbonato transparente*","FICHA TÉCNICA: -Silla de diseño multiusos. -Asiento de policarbonato transparente. -Base de policarbonato rígido transparente. Varillas metálicas de unión, cromadas -Otros colores y diseños disponibles DIMENSIONES : Ancho: 46 cms Fondo: 48 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 6 VOLUMEN: 0,36 m3 ",,Sillas de metal y plástico,AGOTADO TEMPORAL,6,35,,,transparente,,,,,,,,,46,48,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1336-large_default/silla-tower-pctr-policarbonato-transparente.jpg
546.SOTOWCRBL,,,simple,publish,"Sillón TOWER-CR-BL, cromado, polipropileno blanco","FICHA TÉCNICA: -Sillón de diseño multiusos. -Asiento de carcasa de polipropileno de color blanco -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 64 cms Fondo: 60 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,223 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,27,,,blanco,,,,,,,,,64,60,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2052-large_default/sillon-tower-cr-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2052-medium_default/sillon-tower-cr-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2608-medium_default/sillon-tower-cr-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2943-medium_default/sillon-tower-cr-bl-cromado-polipropileno-blanco.jpg|https://www.gruposdm.com/2953-medium_default/sillon-tower-cr-bl-cromado-polipropileno-blanco.jpg
546.SOTOWCRNE,,,simple,publish,"Sillón TOWER-CR-NE, cromado, polipropileno negro","FICHA TÉCNICA: -Sillón de diseño multiusos. -Asiento de carcasa de polipropileno de color negro -Base de 4 patas cromada -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores DIMENSIONES : Ancho: 64 cms Fondo: 60 cms Altura: 81 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,223 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,27,,,negro,,,,,,,,,64,60,81,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2054-large_default/sillon-tower-cr-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2054-medium_default/sillon-tower-cr-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2314-medium_default/sillon-tower-cr-ne-cromado-polipropileno-negro.jpg|https://www.gruposdm.com/2609-medium_default/sillon-tower-cr-ne-cromado-polipropileno-negro.jpg
501.SOTOPLBL,,,simple,publish,"Sillón TORRE-PL-BL, cromado, polipropileno blanco*","FICHA TÉCNICA: -Sillón de diseño, giratorio, multiusos. -Carcasa de polipropileno de color blanco. -Regulación de altura mediante pistón de gas -Base de acero, tipo plato, cromada -Otros colores disponibles. DIMENSIONES : Ancho: 62 cms Fondo: 52 cms Altura: 75 ~ 91 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,23 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,18.9,,,blanco,,,,,,,,,62,52,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1258-large_default/sillon-torre-pl-bl-cromado-polipropileno-blanco.jpg
501.SOTOPLNE,,,simple,publish,"Sillón TORRE-PL-NE, cromado, polipropileno negro*","FICHA TÉCNICA: -Sillón de diseño, giratorio, multiusos. -Carcasa de polipropileno de color negro. -Regulación de altura mediante pistón de gas -Base de acero, tipo plato, cromada -Otros colores disponibles. DIMENSIONES : Ancho: 62 cms Fondo: 52 cms Altura: 75 ~ 91 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,23 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,18.9,,,negro,,,,,,,,,62,52,75,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1259-large_default/sillon-torre-pl-ne-cromado-polipropileno-negro.jpg
501.STORCRBB,,,simple,publish,"Silla TORRE-CR-BB, cromada, blanca, cojín blanco","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color blanco. -Asiento con cojín de similpiel blanco y espuma moldeada. -Base de varillas cromadas entrelazadas. -Otros colores y diseños disponibles. DIMENSIONES : Ancho: 48 cms Fondo: 41 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,25,,,blanco,,,,,,,,,48,41,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/559-large_default/silla-torre-cr-bb-cromada-blanca-cojin-blanco.jpg|https://www.gruposdm.com/559-medium_default/silla-torre-cr-bb-cromada-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2534-medium_default/silla-torre-cr-bb-cromada-blanca-cojin-blanco.jpg|https://www.gruposdm.com/2698-medium_default/silla-torre-cr-bb-cromada-blanca-cojin-blanco.jpg
526.STORPGR,,,simple,publish,"Silla TORRE NEW-GGR, base plata, carcasa y cojin gris","FICHA TÉCNICA: -Silla moderna, multiusos. -Carcasa de polipropileno de color gris -Asiento con cojín de similpiel de color gris -Base de varillas de acero entrelazadas con acabado epoxi plata DIMENSIONES : Ancho: 48 cms Fondo: 54 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,CON STOCK,4,23,,,gris,,,,,,,,,48,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/2215-large_default/silla-torre-new-ggr-base-plata-carcasa-y-cojin-gris.jpg|https://www.gruposdm.com/2215-medium_default/silla-torre-new-ggr-base-plata-carcasa-y-cojin-gris.jpg|https://www.gruposdm.com/2216-medium_default/silla-torre-new-ggr-base-plata-carcasa-y-cojin-gris.jpg
501.STORCRNN,,,simple,publish,"Silla TORRE-CR-NN, cromada, negra, cojín negro","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color negro. -Asiento con cojín de similpiel negro y espuma moldeada. -Base de varillas cromadas entrelazadas. -Otros colores y diseños disponibles. DIMENSIONES : Ancho: 48 cms Fondo: 41 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3  ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,25,,,negro,,,,,,,,,48,41,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1148-large_default/silla-torre-cr-nn-cromada-negra-cojin-negro.jpg|https://www.gruposdm.com/1148-medium_default/silla-torre-cr-nn-cromada-negra-cojin-negro.jpg|https://www.gruposdm.com/2555-medium_default/silla-torre-cr-nn-cromada-negra-cojin-negro.jpg|https://www.gruposdm.com/2556-medium_default/silla-torre-cr-nn-cromada-negra-cojin-negro.jpg|https://www.gruposdm.com/2557-medium_default/silla-torre-cr-nn-cromada-negra-cojin-negro.jpg
501.STORCRGR,,,simple,publish,"Silla TORRE-CR-GR, cromada, gris, cojín gris","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color gris -Asiento con cojín de similpiel gris -Base de varillas cromadas entrelazadas. -Otros colores y diseños disponibles. DIMENSIONES : Ancho: 48 cms Fondo: 41 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,25,,,gris,,,,,,,,,48,41,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1255-large_default/silla-torre-cr-gr-cromada-gris-cojin-gris.jpg
501.STORCRRR,,,simple,publish,"Silla TORRE-CR-RR, cromada, roja, cojín rojo","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color rojo. -Asiento con cojín de similpiel roja -Base de varillas cromadas entrelazadas. -Otros colores y diseños disponibles. DIMENSIONES : Ancho: 48 cms Fondo: 41 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,25,,,rojo,,,,,,,,,48,41,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1253-large_default/silla-torre-cr-rr-cromada-roja-cojin-rojo.jpg
501.STORCRNA,,,simple,publish,"Silla TORRE-CR-NA, cromada, naranja, cojín naranja","FICHA TÉCNICA: -Silla de diseño multiusos. -Carcasa de polipropileno de color naranja. -Asiento con cojín de similpiel naranja y espuma moldeada -Base de varillas cromadas entrelazadas. -Otros colores y diseños disponibles. DIMENSIONES : Ancho: 48 cms Fondo: 41 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,PRECIO destacado CON STOCK,4,25,,,naranja,,,,,,,,,48,41,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1254-large_default/silla-torre-cr-na-cromada-naranja-cojin-naranja.jpg|https://www.gruposdm.com/1254-medium_default/silla-torre-cr-na-cromada-naranja-cojin-naranja.jpg|https://www.gruposdm.com/2558-medium_default/silla-torre-cr-na-cromada-naranja-cojin-naranja.jpg|https://www.gruposdm.com/2559-medium_default/silla-torre-cr-na-cromada-naranja-cojin-naranja.jpg|https://www.gruposdm.com/2560-medium_default/silla-torre-cr-na-cromada-naranja-cojin-naranja.jpg
526.STORBBB,,,simple,publish,"Silla TORRE NEW-BBB, base y carcasa blanca, cojin blanco*","FICHA TÉCNICA: -Silla moderna, multiusos. -Carcasa de polipropileno de color blanco. -Asiento con cojín de similpiel de color blanco -Base de varillas de acero entrelazadas con acabado epoxi blanco DIMENSIONES : Ancho: 48 cms Fondo: 54 cms Altura: 82 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,PRECIO destacado STOCK LIMITADO,4,23,,,blanco,,,,,,,,,48,54,82,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/965-large_default/silla-torre-new-bbb-base-y-carcasa-blanca-cojin-blanco.jpg
501.STOPLRO,,,simple,publish,"Silla TORRE-PL-RR, cromada, roja, cojín rojo*","FICHA TÉCNICA: -Silla de diseño, giratoria, multiusos. -Carcasa de polipropileno de color rojo con cojín de similpiel rojo. -Regulación de altura mediante pistón de gas -Base de acero, tipo plato, cromada -Otros colores disponibles. DIMENSIONES : Ancho: 49 cms Fondo: 54 cms Altura: 79 ~ 94 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,ÚLTIMAS UNIDADES,4,18.9,,,rojo,,,,,,,,,49,54,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1260-large_default/silla-torre-pl-rr-cromada-roja-cojin-rojo.jpg
501.STOPLNE,,,simple,publish,"Silla TORRE-PL-NE, cromada, negra, cojín negro*","FICHA TÉCNICA: -Silla de diseño, giratoria, multiusos. -Carcasa de polipropileno de color rojo con cojín de similpiel rojo. -Regulación de altura mediante pistón de gas -Base de acero, tipo plato, cromada -Otros colores disponibles. DIMENSIONES : Ancho: 49 cms Fondo: 54 cms Altura: 79 ~ 94 cms. EMBALAJE: Plástico y cartón. UNIDADES: 4 VOLUMEN: 0,2 m3 ",,Sillas de metal y plástico,ÚLTIMAS UNIDADES,4,18.9,,,negro,,,,,,,,,49,54,79,,Si,2 years,China,,,,SDM,https://www.gruposdm.com/1797-large_default/silla-torre-pl-ne-cromada-negra-cojin-negro.jpg
557.SCAMUSBL,,,simple,publish,"Silla CAMUS-BL, metal, blanca","FICHA TÉCNICA: -Silla de diseño, multiusos. -Base de metal con acabado imitación madera, asiento y respaldo de polipropileno inyectado en color blanco. -Uso en interiores. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Taburete a juego DIMENSIONES: Ancho: 48,5 cms Fondo: 42,5 cms Altura: 77 cms EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,12 m3 ",,Sillas de metal y plástico,CON STOCK,2,36,,,,,,,,,,,,48,42,77,,Si,2 years,China,,,,,https://www.gruposdm.com/1177-large_default/silla-camus-bl-metal-blanca.jpg
557.SCAMUSNE,,,simple,publish,"Silla CAMUS-NE, metal, negra","FICHA TÉCNICA: -Silla de diseño, multiusos. -Base de metal con acabado imitación madera, asiento y respaldo de polipropileno inyectado en color negro. -Uso en interiores. -Otros colores disponibles -Sobre pedido podemos suministrar en otros colores. -Taburete a juego DIMENSIONES: Ancho: 48,5 cms Fondo: 42,5 cms Altura: 77 cms EMBALAJE: Plástico y cartón. UNIDADES: 2 VOLUMEN: 0,12 m3 ",,Sillas de metal y plástico,CON STOCK,2,36,,,negro,,,,,,,,,48,42,77,,Si,2 years,China,,,,,https://www.gruposdm.com/1179-large_default/silla-camus-ne-metal-negra.jpg
